DateKey,Date,Day,Month,MonthShort,MonthNo,Quarter,Year,WeekdayNo,IsWeekend,FiscalYear,FiscalQuarter,IsHoliday,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,DayNumberOfWeek,SpanishMonthName,FrenchMonthName,CalendarSemester,FiscalSemester
20190712,2019-07-12,Friday,July,Jul,7,3,2019,5,False,2019,1,False,Viernes,Vendredi,12,193,28,5,Julio,Juillet,2,1
20190713,2019-07-13,Saturday,July,Jul,7,3,2019,6,True,2019,2,False,Sábado,Samedi,13,194,28,6,Julio,Juillet,2,1
20190714,2019-07-14,Sunday,July,Jul,7,3,2019,7,True,2018,2,False,Domingo,Dimanche,14,195,28,7,Julio,Juillet,2,1
20190715,2019-07-15,Monday,July,Jul,7,3,2019,1,False,2018,4,False,Lunes,Lundi,15,196,29,1,Julio,Juillet,2,2
20190716,2019-07-16,Tuesday,July,Jul,7,3,2019,2,False,2019,3,False,Martes,Mardi,16,197,29,2,Julio,Juillet,2,2
20190717,2019-07-17,Wednesday,July,Jul,7,3,2019,3,False,2019,2,False,Miércoles,Mercredi,17,198,29,3,Julio,Juillet,2,1
20190718,2019-07-18,Thursday,July,Jul,7,3,2019,4,False,2019,2,False,Jueves,Jeudi,18,199,29,4,Julio,Juillet,2,1
20190719,2019-07-19,Friday,July,Jul,7,3,2019,5,False,2019,2,False,Viernes,Vendredi,19,200,29,5,Julio,Juillet,2,1
20190720,2019-07-20,Saturday,July,Jul,7,3,2019,6,True,2019,4,False,Sábado,Samedi,20,201,29,6,Julio,Juillet,2,2
20190721,2019-07-21,Sunday,July,Jul,7,3,2019,7,True,2018,3,False,Domingo,Dimanche,21,202,29,7,Julio,Juillet,2,2
20190722,2019-07-22,Monday,July,Jul,7,3,2019,1,False,2018,1,False,Lunes,Lundi,22,203,30,1,Julio,Juillet,2,1
20190723,2019-07-23,Tuesday,July,Jul,7,3,2019,2,False,2019,4,False,Martes,Mardi,23,204,30,2,Julio,Juillet,2,2
20190724,2019-07-24,Wednesday,July,Jul,7,3,2019,3,False,2019,4,False,Miércoles,Mercredi,24,205,30,3,Julio,Juillet,2,2
20190725,2019-07-25,Thursday,July,Jul,7,3,2019,4,False,2018,3,False,Jueves,Jeudi,25,206,30,4,Julio,Juillet,2,2
20190726,2019-07-26,Friday,July,Jul,7,3,2019,5,False,2018,3,False,Viernes,Vendredi,26,207,30,5,Julio,Juillet,2,2
20190727,2019-07-27,Saturday,July,Jul,7,3,2019,6,True,2019,4,False,Sábado,Samedi,27,208,30,6,Julio,Juillet,2,2
20190728,2019-07-28,Sunday,July,Jul,7,3,2019,7,True,2018,1,False,Domingo,Dimanche,28,209,30,7,Julio,Juillet,2,1
20190729,2019-07-29,Monday,July,Jul,7,3,2019,1,False,2018,4,False,Lunes,Lundi,29,210,31,1,Julio,Juillet,2,2
20190730,2019-07-30,Tuesday,July,Jul,7,3,2019,2,False,2019,3,False,Martes,Mardi,30,211,31,2,Julio,Juillet,2,2
20190731,2019-07-31,Wednesday,July,Jul,7,3,2019,3,False,2019,1,False,Miércoles,Mercredi,31,212,31,3,Julio,Juillet,2,1
20190801,2019-08-01,Thursday,August,Aug,8,3,2019,4,False,2019,3,False,Jueves,Jeudi,1,213,31,4,Agosto,Août,2,2
20190802,2019-08-02,Friday,August,Aug,8,3,2019,5,False,2018,1,False,Viernes,Vendredi,2,214,31,5,Agosto,Août,2,1
20190803,2019-08-03,Saturday,August,Aug,8,3,2019,6,True,2019,2,False,Sábado,Samedi,3,215,31,6,Agosto,Août,2,1
20190804,2019-08-04,Sunday,August,Aug,8,3,2019,7,True,2018,3,False,Domingo,Dimanche,4,216,31,7,Agosto,Août,2,2
20190805,2019-08-05,Monday,August,Aug,8,3,2019,1,False,2018,3,False,Lunes,Lundi,5,217,32,1,Agosto,Août,2,2
20190806,2019-08-06,Tuesday,August,Aug,8,3,2019,2,False,2019,4,False,Martes,Mardi,6,218,32,2,Agosto,Août,2,2
20190807,2019-08-07,Wednesday,August,Aug,8,3,2019,3,False,2019,3,False,Miércoles,Mercredi,7,219,32,3,Agosto,Août,2,2
20190808,2019-08-08,Thursday,August,Aug,8,3,2019,4,False,2019,3,False,Jueves,Jeudi,8,220,32,4,Agosto,Août,2,2
20190809,2019-08-09,Friday,August,Aug,8,3,2019,5,False,2019,2,False,Viernes,Vendredi,9,221,32,5,Agosto,Août,2,1
20190810,2019-08-10,Saturday,August,Aug,8,3,2019,6,True,2019,3,False,Sábado,Samedi,10,222,32,6,Agosto,Août,2,2
20190811,2019-08-11,Sunday,August,Aug,8,3,2019,7,True,2018,2,True,Domingo,Dimanche,11,223,32,7,Agosto,Août,2,1
20190812,2019-08-12,Monday,August,Aug,8,3,2019,1,False,2018,2,False,Lunes,Lundi,12,224,33,1,Agosto,Août,2,1
20190813,2019-08-13,Tuesday,August,Aug,8,3,2019,2,False,2018,2,False,Martes,Mardi,13,225,33,2,Agosto,Août,2,1
20190814,2019-08-14,Wednesday,August,Aug,8,3,2019,3,False,2018,2,False,Miércoles,Mercredi,14,226,33,3,Agosto,Août,2,1
20190815,2019-08-15,Thursday,August,Aug,8,3,2019,4,False,2019,1,False,Jueves,Jeudi,15,227,33,4,Agosto,Août,2,1
20190816,2019-08-16,Friday,August,Aug,8,3,2019,5,False,2018,4,False,Viernes,Vendredi,16,228,33,5,Agosto,Août,2,2
20190817,2019-08-17,Saturday,August,Aug,8,3,2019,6,True,2019,1,False,Sábado,Samedi,17,229,33,6,Agosto,Août,2,1
20190818,2019-08-18,Sunday,August,Aug,8,3,2019,7,True,2019,3,False,Domingo,Dimanche,18,230,33,7,Agosto,Août,2,2
20190819,2019-08-19,Monday,August,Aug,8,3,2019,1,False,2019,1,False,Lunes,Lundi,19,231,34,1,Agosto,Août,2,1
20190820,2019-08-20,Tuesday,August,Aug,8,3,2019,2,False,2019,1,False,Martes,Mardi,20,232,34,2,Agosto,Août,2,1
20190821,2019-08-21,Wednesday,August,Aug,8,3,2019,3,False,2019,3,False,Miércoles,Mercredi,21,233,34,3,Agosto,Août,2,2
20190822,2019-08-22,Thursday,August,Aug,8,3,2019,4,False,2018,3,False,Jueves,Jeudi,22,234,34,4,Agosto,Août,2,2
20190823,2019-08-23,Friday,August,Aug,8,3,2019,5,False,2018,3,False,Viernes,Vendredi,23,235,34,5,Agosto,Août,2,2
20190824,2019-08-24,Saturday,August,Aug,8,3,2019,6,True,2019,1,False,Sábado,Samedi,24,236,34,6,Agosto,Août,2,1
20190825,2019-08-25,Sunday,August,Aug,8,3,2019,7,True,2018,1,False,Domingo,Dimanche,25,237,34,7,Agosto,Août,2,1
20190826,2019-08-26,Monday,August,Aug,8,3,2019,1,False,2018,3,False,Lunes,Lundi,26,238,35,1,Agosto,Août,2,2
20190827,2019-08-27,Tuesday,August,Aug,8,3,2019,2,False,2019,4,False,Martes,Mardi,27,239,35,2,Agosto,Août,2,2
20190828,2019-08-28,Wednesday,August,Aug,8,3,2019,3,False,2018,4,False,Miércoles,Mercredi,28,240,35,3,Agosto,Août,2,2
20190829,2019-08-29,Thursday,August,Aug,8,3,2019,4,False,2019,2,False,Jueves,Jeudi,29,241,35,4,Agosto,Août,2,1
20190830,2019-08-30,Friday,August,Aug,8,3,2019,5,False,2019,3,False,Viernes,Vendredi,30,242,35,5,Agosto,Août,2,2
20190831,2019-08-31,Saturday,August,Aug,8,3,2019,6,True,2019,2,True,Sábado,Samedi,31,243,35,6,Agosto,Août,2,1
20190901,2019-09-01,Sunday,September,Sep,9,3,2019,7,True,2018,4,False,Domingo,Dimanche,1,244,35,7,Septiembre,Septembre,2,2
20190902,2019-09-02,Monday,September,Sep,9,3,2019,1,False,2018,2,False,Lunes,Lundi,2,245,36,1,Septiembre,Septembre,2,1
20190903,2019-09-03,Tuesday,September,Sep,9,3,2019,2,False,2019,3,False,Martes,Mardi,3,246,36,2,Septiembre,Septembre,2,2
20190904,2019-09-04,Wednesday,September,Sep,9,3,2019,3,False,2018,3,True,Miércoles,Mercredi,4,247,36,3,Septiembre,Septembre,2,2
20190905,2019-09-05,Thursday,September,Sep,9,3,2019,4,False,2019,3,False,Jueves,Jeudi,5,248,36,4,Septiembre,Septembre,2,2
20190906,2019-09-06,Friday,September,Sep,9,3,2019,5,False,2019,1,False,Viernes,Vendredi,6,249,36,5,Septiembre,Septembre,2,1
20190907,2019-09-07,Saturday,September,Sep,9,3,2019,6,True,2019,2,False,Sábado,Samedi,7,250,36,6,Septiembre,Septembre,2,1
20190908,2019-09-08,Sunday,September,Sep,9,3,2019,7,True,2018,4,False,Domingo,Dimanche,8,251,36,7,Septiembre,Septembre,2,2
20190909,2019-09-09,Monday,September,Sep,9,3,2019,1,False,2018,4,False,Lunes,Lundi,9,252,37,1,Septiembre,Septembre,2,2
20190910,2019-09-10,Tuesday,September,Sep,9,3,2019,2,False,2019,4,False,Martes,Mardi,10,253,37,2,Septiembre,Septembre,2,2
20190911,2019-09-11,Wednesday,September,Sep,9,3,2019,3,False,2018,1,False,Miércoles,Mercredi,11,254,37,3,Septiembre,Septembre,2,1
20190912,2019-09-12,Thursday,September,Sep,9,3,2019,4,False,2018,1,False,Jueves,Jeudi,12,255,37,4,Septiembre,Septembre,2,1
20190913,2019-09-13,Friday,September,Sep,9,3,2019,5,False,2019,3,False,Viernes,Vendredi,13,256,37,5,Septiembre,Septembre,2,2
20190914,2019-09-14,Saturday,September,Sep,9,3,2019,6,True,2019,4,False,Sábado,Samedi,14,257,37,6,Septiembre,Septembre,2,2
20190915,2019-09-15,Sunday,September,Sep,9,3,2019,7,True,2019,1,True,Domingo,Dimanche,15,258,37,7,Septiembre,Septembre,2,1
20190916,2019-09-16,Monday,September,Sep,9,3,2019,1,False,2019,3,False,Lunes,Lundi,16,259,38,1,Septiembre,Septembre,2,2
20190917,2019-09-17,Tuesday,September,Sep,9,3,2019,2,False,2018,4,True,Martes,Mardi,17,260,38,2,Septiembre,Septembre,2,2
20190918,2019-09-18,Wednesday,September,Sep,9,3,2019,3,False,2019,2,False,Miércoles,Mercredi,18,261,38,3,Septiembre,Septembre,2,1
20190919,2019-09-19,Thursday,September,Sep,9,3,2019,4,False,2019,3,False,Jueves,Jeudi,19,262,38,4,Septiembre,Septembre,2,2
20190920,2019-09-20,Friday,September,Sep,9,3,2019,5,False,2018,1,False,Viernes,Vendredi,20,263,38,5,Septiembre,Septembre,2,1
20190921,2019-09-21,Saturday,September,Sep,9,3,2019,6,True,2019,1,False,Sábado,Samedi,21,264,38,6,Septiembre,Septembre,2,1
20190922,2019-09-22,Sunday,September,Sep,9,3,2019,7,True,2019,3,False,Domingo,Dimanche,22,265,38,7,Septiembre,Septembre,2,2
20190923,2019-09-23,Monday,September,Sep,9,3,2019,1,False,2019,3,False,Lunes,Lundi,23,266,39,1,Septiembre,Septembre,2,2
20190924,2019-09-24,Tuesday,September,Sep,9,3,2019,2,False,2019,1,False,Martes,Mardi,24,267,39,2,Septiembre,Septembre,2,1
20190925,2019-09-25,Wednesday,September,Sep,9,3,2019,3,False,2019,2,False,Miércoles,Mercredi,25,268,39,3,Septiembre,Septembre,2,1
20190926,2019-09-26,Thursday,September,Sep,9,3,2019,4,False,2018,4,False,Jueves,Jeudi,26,269,39,4,Septiembre,Septembre,2,2
20190927,2019-09-27,Friday,September,Sep,9,3,2019,5,False,2018,2,False,Viernes,Vendredi,27,270,39,5,Septiembre,Septembre,2,1
20190928,2019-09-28,Saturday,September,Sep,9,3,2019,6,True,2019,3,False,Sábado,Samedi,28,271,39,6,Septiembre,Septembre,2,2
20190929,2019-09-29,Sunday,September,Sep,9,3,2019,7,True,2019,2,False,Domingo,Dimanche,29,272,39,7,Septiembre,Septembre,2,1
20190930,2019-09-30,Monday,September,Sep,9,3,2019,1,False,2019,1,False,Lunes,Lundi,30,273,40,1,Septiembre,Septembre,2,1
20191001,2019-10-01,Tuesday,October,Oct,10,4,2019,2,False,2019,3,False,Martes,Mardi,1,274,40,2,Octubre,Octobre,2,2
20191002,2019-10-02,Wednesday,October,Oct,10,4,2019,3,False,2019,4,False,Miércoles,Mercredi,2,275,40,3,Octubre,Octobre,2,2
20191003,2019-10-03,Thursday,October,Oct,10,4,2019,4,False,2019,1,False,Jueves,Jeudi,3,276,40,4,Octubre,Octobre,2,1
20191004,2019-10-04,Friday,October,Oct,10,4,2019,5,False,2019,1,False,Viernes,Vendredi,4,277,40,5,Octubre,Octobre,2,1
20191005,2019-10-05,Saturday,October,Oct,10,4,2019,6,True,2019,4,True,Sábado,Samedi,5,278,40,6,Octubre,Octobre,2,2
20191006,2019-10-06,Sunday,October,Oct,10,4,2019,7,True,2019,4,False,Domingo,Dimanche,6,279,40,7,Octubre,Octobre,2,2
20191007,2019-10-07,Monday,October,Oct,10,4,2019,1,False,2019,2,False,Lunes,Lundi,7,280,41,1,Octubre,Octobre,2,1
20191008,2019-10-08,Tuesday,October,Oct,10,4,2019,2,False,2019,3,False,Martes,Mardi,8,281,41,2,Octubre,Octobre,2,2
20191009,2019-10-09,Wednesday,October,Oct,10,4,2019,3,False,2018,4,True,Miércoles,Mercredi,9,282,41,3,Octubre,Octobre,2,2
20191010,2019-10-10,Thursday,October,Oct,10,4,2019,4,False,2018,4,False,Jueves,Jeudi,10,283,41,4,Octubre,Octobre,2,2
20191011,2019-10-11,Friday,October,Oct,10,4,2019,5,False,2018,3,False,Viernes,Vendredi,11,284,41,5,Octubre,Octobre,2,2
20191012,2019-10-12,Saturday,October,Oct,10,4,2019,6,True,2019,4,False,Sábado,Samedi,12,285,41,6,Octubre,Octobre,2,2
20191013,2019-10-13,Sunday,October,Oct,10,4,2019,7,True,2018,4,True,Domingo,Dimanche,13,286,41,7,Octubre,Octobre,2,2
20191014,2019-10-14,Monday,October,Oct,10,4,2019,1,False,2018,2,False,Lunes,Lundi,14,287,42,1,Octubre,Octobre,2,1
20191015,2019-10-15,Tuesday,October,Oct,10,4,2019,2,False,2019,1,False,Martes,Mardi,15,288,42,2,Octubre,Octobre,2,1
20191016,2019-10-16,Wednesday,October,Oct,10,4,2019,3,False,2018,1,False,Miércoles,Mercredi,16,289,42,3,Octubre,Octobre,2,1
20191017,2019-10-17,Thursday,October,Oct,10,4,2019,4,False,2019,1,False,Jueves,Jeudi,17,290,42,4,Octubre,Octobre,2,1
20191018,2019-10-18,Friday,October,Oct,10,4,2019,5,False,2018,1,False,Viernes,Vendredi,18,291,42,5,Octubre,Octobre,2,1
20191019,2019-10-19,Saturday,October,Oct,10,4,2019,6,True,2018,4,False,Sábado,Samedi,19,292,42,6,Octubre,Octobre,2,2
20191020,2019-10-20,Sunday,October,Oct,10,4,2019,7,True,2019,3,False,Domingo,Dimanche,20,293,42,7,Octubre,Octobre,2,2
20191021,2019-10-21,Monday,October,Oct,10,4,2019,1,False,2018,3,False,Lunes,Lundi,21,294,43,1,Octubre,Octobre,2,2
20191022,2019-10-22,Tuesday,October,Oct,10,4,2019,2,False,2018,2,False,Martes,Mardi,22,295,43,2,Octubre,Octobre,2,1
20191023,2019-10-23,Wednesday,October,Oct,10,4,2019,3,False,2019,2,True,Miércoles,Mercredi,23,296,43,3,Octubre,Octobre,2,1
20191024,2019-10-24,Thursday,October,Oct,10,4,2019,4,False,2019,4,True,Jueves,Jeudi,24,297,43,4,Octubre,Octobre,2,2
20191025,2019-10-25,Friday,October,Oct,10,4,2019,5,False,2018,3,False,Viernes,Vendredi,25,298,43,5,Octubre,Octobre,2,2
20191026,2019-10-26,Saturday,October,Oct,10,4,2019,6,True,2019,3,False,Sábado,Samedi,26,299,43,6,Octubre,Octobre,2,2
20191027,2019-10-27,Sunday,October,Oct,10,4,2019,7,True,2018,1,False,Domingo,Dimanche,27,300,43,7,Octubre,Octobre,2,1
20191028,2019-10-28,Monday,October,Oct,10,4,2019,1,False,2018,4,False,Lunes,Lundi,28,301,44,1,Octubre,Octobre,2,2
20191029,2019-10-29,Tuesday,October,Oct,10,4,2019,2,False,2019,4,False,Martes,Mardi,29,302,44,2,Octubre,Octobre,2,2
20191030,2019-10-30,Wednesday,October,Oct,10,4,2019,3,False,2019,1,False,Miércoles,Mercredi,30,303,44,3,Octubre,Octobre,2,1
20191031,2019-10-31,Thursday,October,Oct,10,4,2019,4,False,2019,4,False,Jueves,Jeudi,31,304,44,4,Octubre,Octobre,2,2
20191101,2019-11-01,Friday,November,Nov,11,4,2019,5,False,2019,4,False,Viernes,Vendredi,1,305,44,5,Noviembre,Novembre,2,2
20191102,2019-11-02,Saturday,November,Nov,11,4,2019,6,True,2019,2,False,Sábado,Samedi,2,306,44,6,Noviembre,Novembre,2,1
20191103,2019-11-03,Sunday,November,Nov,11,4,2019,7,True,2019,3,True,Domingo,Dimanche,3,307,44,7,Noviembre,Novembre,2,2
20191104,2019-11-04,Monday,November,Nov,11,4,2019,1,False,2018,4,False,Lunes,Lundi,4,308,45,1,Noviembre,Novembre,2,2
20191105,2019-11-05,Tuesday,November,Nov,11,4,2019,2,False,2019,2,False,Martes,Mardi,5,309,45,2,Noviembre,Novembre,2,1
20191106,2019-11-06,Wednesday,November,Nov,11,4,2019,3,False,2018,3,False,Miércoles,Mercredi,6,310,45,3,Noviembre,Novembre,2,2
20191107,2019-11-07,Thursday,November,Nov,11,4,2019,4,False,2018,1,False,Jueves,Jeudi,7,311,45,4,Noviembre,Novembre,2,1
20191108,2019-11-08,Friday,November,Nov,11,4,2019,5,False,2018,2,False,Viernes,Vendredi,8,312,45,5,Noviembre,Novembre,2,1
20191109,2019-11-09,Saturday,November,Nov,11,4,2019,6,True,2018,2,False,Sábado,Samedi,9,313,45,6,Noviembre,Novembre,2,1
20191110,2019-11-10,Sunday,November,Nov,11,4,2019,7,True,2019,3,False,Domingo,Dimanche,10,314,45,7,Noviembre,Novembre,2,2
20191111,2019-11-11,Monday,November,Nov,11,4,2019,1,False,2019,1,False,Lunes,Lundi,11,315,46,1,Noviembre,Novembre,2,1
20191112,2019-11-12,Tuesday,November,Nov,11,4,2019,2,False,2019,2,False,Martes,Mardi,12,316,46,2,Noviembre,Novembre,2,1
20191113,2019-11-13,Wednesday,November,Nov,11,4,2019,3,False,2018,4,False,Miércoles,Mercredi,13,317,46,3,Noviembre,Novembre,2,2
20191114,2019-11-14,Thursday,November,Nov,11,4,2019,4,False,2018,4,False,Jueves,Jeudi,14,318,46,4,Noviembre,Novembre,2,2
20191115,2019-11-15,Friday,November,Nov,11,4,2019,5,False,2018,4,False,Viernes,Vendredi,15,319,46,5,Noviembre,Novembre,2,2
20191116,2019-11-16,Saturday,November,Nov,11,4,2019,6,True,2018,1,False,Sábado,Samedi,16,320,46,6,Noviembre,Novembre,2,1
20191117,2019-11-17,Sunday,November,Nov,11,4,2019,7,True,2019,2,False,Domingo,Dimanche,17,321,46,7,Noviembre,Novembre,2,1
20191118,2019-11-18,Monday,November,Nov,11,4,2019,1,False,2019,4,False,Lunes,Lundi,18,322,47,1,Noviembre,Novembre,2,2
20191119,2019-11-19,Tuesday,November,Nov,11,4,2019,2,False,2019,1,False,Martes,Mardi,19,323,47,2,Noviembre,Novembre,2,1
20191120,2019-11-20,Wednesday,November,Nov,11,4,2019,3,False,2018,4,False,Miércoles,Mercredi,20,324,47,3,Noviembre,Novembre,2,2
20191121,2019-11-21,Thursday,November,Nov,11,4,2019,4,False,2019,3,False,Jueves,Jeudi,21,325,47,4,Noviembre,Novembre,2,2
20191122,2019-11-22,Friday,November,Nov,11,4,2019,5,False,2019,2,True,Viernes,Vendredi,22,326,47,5,Noviembre,Novembre,2,1
20191123,2019-11-23,Saturday,November,Nov,11,4,2019,6,True,2019,2,True,Sábado,Samedi,23,327,47,6,Noviembre,Novembre,2,1
20191124,2019-11-24,Sunday,November,Nov,11,4,2019,7,True,2019,1,False,Domingo,Dimanche,24,328,47,7,Noviembre,Novembre,2,1
20191125,2019-11-25,Monday,November,Nov,11,4,2019,1,False,2018,1,False,Lunes,Lundi,25,329,48,1,Noviembre,Novembre,2,1
20191126,2019-11-26,Tuesday,November,Nov,11,4,2019,2,False,2018,2,False,Martes,Mardi,26,330,48,2,Noviembre,Novembre,2,1
20191127,2019-11-27,Wednesday,November,Nov,11,4,2019,3,False,2018,4,False,Miércoles,Mercredi,27,331,48,3,Noviembre,Novembre,2,2
20191128,2019-11-28,Thursday,November,Nov,11,4,2019,4,False,2019,4,False,Jueves,Jeudi,28,332,48,4,Noviembre,Novembre,2,2
20191129,2019-11-29,Friday,November,Nov,11,4,2019,5,False,2018,3,False,Viernes,Vendredi,29,333,48,5,Noviembre,Novembre,2,2
20191130,2019-11-30,Saturday,November,Nov,11,4,2019,6,True,2018,4,False,Sábado,Samedi,30,334,48,6,Noviembre,Novembre,2,2
20191201,2019-12-01,Sunday,December,Dec,12,4,2019,7,True,2018,1,False,Domingo,Dimanche,1,335,48,7,Diciembre,Décembre,2,1
20191202,2019-12-02,Monday,December,Dec,12,4,2019,1,False,2018,1,False,Lunes,Lundi,2,336,49,1,Diciembre,Décembre,2,1
20191203,2019-12-03,Tuesday,December,Dec,12,4,2019,2,False,2019,4,False,Martes,Mardi,3,337,49,2,Diciembre,Décembre,2,2
20191204,2019-12-04,Wednesday,December,Dec,12,4,2019,3,False,2019,1,False,Miércoles,Mercredi,4,338,49,3,Diciembre,Décembre,2,1
20191205,2019-12-05,Thursday,December,Dec,12,4,2019,4,False,2018,2,False,Jueves,Jeudi,5,339,49,4,Diciembre,Décembre,2,1
20191206,2019-12-06,Friday,December,Dec,12,4,2019,5,False,2018,2,False,Viernes,Vendredi,6,340,49,5,Diciembre,Décembre,2,1
20191207,2019-12-07,Saturday,December,Dec,12,4,2019,6,True,2018,4,False,Sábado,Samedi,7,341,49,6,Diciembre,Décembre,2,2
20191208,2019-12-08,Sunday,December,Dec,12,4,2019,7,True,2018,2,True,Domingo,Dimanche,8,342,49,7,Diciembre,Décembre,2,1
20191209,2019-12-09,Monday,December,Dec,12,4,2019,1,False,2018,2,False,Lunes,Lundi,9,343,50,1,Diciembre,Décembre,2,1
20191210,2019-12-10,Tuesday,December,Dec,12,4,2019,2,False,2018,3,False,Martes,Mardi,10,344,50,2,Diciembre,Décembre,2,2
20191211,2019-12-11,Wednesday,December,Dec,12,4,2019,3,False,2018,3,False,Miércoles,Mercredi,11,345,50,3,Diciembre,Décembre,2,2
20191212,2019-12-12,Thursday,December,Dec,12,4,2019,4,False,2019,2,False,Jueves,Jeudi,12,346,50,4,Diciembre,Décembre,2,1
20191213,2019-12-13,Friday,December,Dec,12,4,2019,5,False,2019,4,False,Viernes,Vendredi,13,347,50,5,Diciembre,Décembre,2,2
20191214,2019-12-14,Saturday,December,Dec,12,4,2019,6,True,2018,3,False,Sábado,Samedi,14,348,50,6,Diciembre,Décembre,2,2
20191215,2019-12-15,Sunday,December,Dec,12,4,2019,7,True,2018,1,False,Domingo,Dimanche,15,349,50,7,Diciembre,Décembre,2,1
20191216,2019-12-16,Monday,December,Dec,12,4,2019,1,False,2019,1,False,Lunes,Lundi,16,350,51,1,Diciembre,Décembre,2,1
20191217,2019-12-17,Tuesday,December,Dec,12,4,2019,2,False,2019,1,False,Martes,Mardi,17,351,51,2,Diciembre,Décembre,2,1
20191218,2019-12-18,Wednesday,December,Dec,12,4,2019,3,False,2019,4,False,Miércoles,Mercredi,18,352,51,3,Diciembre,Décembre,2,2
20191219,2019-12-19,Thursday,December,Dec,12,4,2019,4,False,2019,2,False,Jueves,Jeudi,19,353,51,4,Diciembre,Décembre,2,1
20191220,2019-12-20,Friday,December,Dec,12,4,2019,5,False,2018,1,True,Viernes,Vendredi,20,354,51,5,Diciembre,Décembre,2,1
20191221,2019-12-21,Saturday,December,Dec,12,4,2019,6,True,2018,4,True,Sábado,Samedi,21,355,51,6,Diciembre,Décembre,2,2
20191222,2019-12-22,Sunday,December,Dec,12,4,2019,7,True,2019,3,False,Domingo,Dimanche,22,356,51,7,Diciembre,Décembre,2,2
20191223,2019-12-23,Monday,December,Dec,12,4,2019,1,False,2018,2,False,Lunes,Lundi,23,357,52,1,Diciembre,Décembre,2,1
20191224,2019-12-24,Tuesday,December,Dec,12,4,2019,2,False,2019,3,False,Martes,Mardi,24,358,52,2,Diciembre,Décembre,2,2
20191225,2019-12-25,Wednesday,December,Dec,12,4,2019,3,False,2019,4,False,Miércoles,Mercredi,25,359,52,3,Diciembre,Décembre,2,2
20191226,2019-12-26,Thursday,December,Dec,12,4,2019,4,False,2019,1,False,Jueves,Jeudi,26,360,52,4,Diciembre,Décembre,2,1
20191227,2019-12-27,Friday,December,Dec,12,4,2019,5,False,2018,1,False,Viernes,Vendredi,27,361,52,5,Diciembre,Décembre,2,1
20191228,2019-12-28,Saturday,December,Dec,12,4,2019,6,True,2019,4,False,Sábado,Samedi,28,362,52,6,Diciembre,Décembre,2,2
20191229,2019-12-29,Sunday,December,Dec,12,4,2019,7,True,2018,1,False,Domingo,Dimanche,29,363,52,7,Diciembre,Décembre,2,1
20191230,2019-12-30,Monday,December,Dec,12,4,2019,1,False,2019,2,False,Lunes,Lundi,30,364,1,1,Diciembre,Décembre,2,1
20191231,2019-12-31,Tuesday,December,Dec,12,4,2019,2,False,2019,4,True,Martes,Mardi,31,365,1,2,Diciembre,Décembre,2,2
20200101,2020-01-01,Wednesday,January,Jan,1,1,2020,3,False,2019,3,False,Miércoles,Mercredi,1,1,1,3,Enero,Janvier,1,2
20200102,2020-01-02,Thursday,January,Jan,1,1,2020,4,False,2020,4,True,Jueves,Jeudi,2,2,1,4,Enero,Janvier,1,2
20200103,2020-01-03,Friday,January,Jan,1,1,2020,5,False,2020,2,True,Viernes,Vendredi,3,3,1,5,Enero,Janvier,1,1
20200104,2020-01-04,Saturday,January,Jan,1,1,2020,6,True,2019,2,False,Sábado,Samedi,4,4,1,6,Enero,Janvier,1,1
20200105,2020-01-05,Sunday,January,Jan,1,1,2020,7,True,2019,4,False,Domingo,Dimanche,5,5,1,7,Enero,Janvier,1,2
20200106,2020-01-06,Monday,January,Jan,1,1,2020,1,False,2019,4,False,Lunes,Lundi,6,6,2,1,Enero,Janvier,1,2
20200107,2020-01-07,Tuesday,January,Jan,1,1,2020,2,False,2019,1,False,Martes,Mardi,7,7,2,2,Enero,Janvier,1,1
20200108,2020-01-08,Wednesday,January,Jan,1,1,2020,3,False,2019,2,False,Miércoles,Mercredi,8,8,2,3,Enero,Janvier,1,1
20200109,2020-01-09,Thursday,January,Jan,1,1,2020,4,False,2020,4,False,Jueves,Jeudi,9,9,2,4,Enero,Janvier,1,2
20200110,2020-01-10,Friday,January,Jan,1,1,2020,5,False,2019,4,True,Viernes,Vendredi,10,10,2,5,Enero,Janvier,1,2
20200111,2020-01-11,Saturday,January,Jan,1,1,2020,6,True,2019,2,False,Sábado,Samedi,11,11,2,6,Enero,Janvier,1,1
20200112,2020-01-12,Sunday,January,Jan,1,1,2020,7,True,2020,4,False,Domingo,Dimanche,12,12,2,7,Enero,Janvier,1,2
20200113,2020-01-13,Monday,January,Jan,1,1,2020,1,False,2019,1,False,Lunes,Lundi,13,13,3,1,Enero,Janvier,1,1
20200114,2020-01-14,Tuesday,January,Jan,1,1,2020,2,False,2020,2,False,Martes,Mardi,14,14,3,2,Enero,Janvier,1,1
20200115,2020-01-15,Wednesday,January,Jan,1,1,2020,3,False,2019,1,True,Miércoles,Mercredi,15,15,3,3,Enero,Janvier,1,1
20200116,2020-01-16,Thursday,January,Jan,1,1,2020,4,False,2019,1,False,Jueves,Jeudi,16,16,3,4,Enero,Janvier,1,1
20200117,2020-01-17,Friday,January,Jan,1,1,2020,5,False,2020,1,False,Viernes,Vendredi,17,17,3,5,Enero,Janvier,1,1
